label,count,mean,std,min,25%,50%,75%,max
case,226311.0,-0.7804244949951334,0.8570524822223329,-5.610699196872465,-1.30261972828293,-0.6928173437018432,-0.17116377380209974,1.9865346428724475
control,271225.0,1.14779945474018,0.8971363876553614,-1.6080782545744752,0.5032748561607951,1.0541479216392222,1.7047969431414285,6.862307690727542
